0	0
0.01	4.71781291E-10
0.02	1.16614017E-9
0.03	2.18808458E-9
0.04	3.69216323E-9
0.05	5.90583806E-9
0.06	9.16388326E-9
0.07	1.39590132E-8
0.08	2.10163958E-8
0.09	3.14033194E-8
0.1	4.66905993E-8
0.11	6.91901319E-8
0.12	1.02304523E-7
0.13	1.51041664E-7
0.14	2.22772077E-7
0.15	3.28343556E-7
0.16	4.83721684E-7
0.17	7.12404306E-7
0.18	1.04897511E-6
0.19	1.54433372E-6
0.2	2.27339326E-6
0.21	3.34640946E-6
0.22	4.92565461E-6
0.23	7.24995809E-6
0.24	1.06708245E-5
0.25	1.57055916E-5
0.26	2.31156676E-5
0.27	3.40216789E-5
0.28	5.00729423E-5
0.29	7.36968915E-5
0.3	1.08466178E-4
0.31	1.59638963E-4
0.32	2.34954111E-4
0.33	3.45801537E-4
0.34	5.08944704E-4
0.35	7.49055766E-4
0.36	0.00110245
0.37	0.00162256
0.38	0.00238806
0.39	0.0035147
0.4	0.00517286
0.41	0.00761332
0.42	0.01120515
0.43	0.01649153
0.44	0.02427192
0.45	0.03572297
0.46	0.05257639
0.47	0.07738095
0.48	0.11388784
0.49	0.16761799
